13th Floor BBS                           13th.hoyvision.com:6400
Nick Gawronski's BBS                     nick1.vs.mythic-beasts.com
Nightbite BBS                            nightbite.redirectme.net:2323
Nikom BBS                                bbs.nikom.org:2323
Nine Worlds BBS                          thenineworlds.dnshome.de:923
Ninjalane Labs BBS                       209.161.6.234:223
Nite Eyes BBS                            bbs.lizardmaster.com
NiteLite BBS                             nitelite.ddns.net:9000
Nitro Store                              52.3.252.74
No Carrier BBS                           bbs.wehack.net
Non-Existant BBS                         70.59.199.227
Northern Palace                          thenorthernpalace.com:2020
NostalMania                              nostalmania.com
Not Cows                                 45.63.69.192
Nottingham BBS                           nottinghambbs.com:2323
Noverdu                                  noverdu.com
NoWhere TWGS                             joestavern.ddns.net:2002
NRG BBS Systems                          nrgbbs.ddns.net:520
Nuclear Club                             nuke.club:513
Nut Asylum (Mystic)                      108.29.0.206:2323
Nut Asylum (Wildcat)                     108.29.0.206
Oasis BBS                                oasisbbs.hopto.org:6400
Off The Wall                             offthewall.dmxrob.net
Oiran Alien Museum                       libido.cx
Old Highland Borg                        ohb.synchronetbbs.org
Old Net BBS                              theoldnet.com:6400
Old School BBS                           oldschool.synchronetbbs.org:513
Old Time BBS (Mystic)                    oldtimebbs.com
Old Time BBS (Synchronet)                206.81.1.60
Old Time's Sake BBS                      otsbbs.ddns.net:2323
Oldest Future Object                     ofo.tw
Onix BBS                                 onixbbs.servebbs.com:2525
Online BBS                               online-bbs.selfhost.bz
Onyx                                     185.139.32.178
Operation Ivy BBS                        opivy-bbs.com
Optical Illusion BBS                     optical.c64bbs.nu:64128
OPTO 22 BBS                              bbs.opto22.com
Orchestra BBS                            sacrebase.mywire.org:486
Oshaboy BBS                              top-swadba.de:2323
Outer Limits, The                        outerlimitsbbs.ddns.net
Outpost 9 (BBS)                          bbs.outpost9.co:2023
Outpost 9 (TWGS)                         tradewars.outpost9.com:2002
Outpost BBS                              bbs.outpostbbs.net:10323
Outwest BBS                              outwest.synchro.net
Owen2k6 Network BBS Service              owen2k6.com
P.U.L.S.E. BBS World HQ                  pulsebbs.hopto.org:1984
Paladium BBS                             paladium.servebbs.com:20
Palantir BBS                             palantirbbs.ddns.net
PapiChulo's MajorBBS                     75.31.92.35
Paradox BBS (1)                          paradoxbbs.synchronetbbs.org:513
Paradox BBS (2)                          18.222.210.54
Paranoid BBS                             88.80.185.171
Part-Time BBS                            ptbbs.ddns.net:8000
Particles! BBS                           particlesbbs.dyndns.org:6400
Party Bowl BBS                           PartyBowlBBS.ddns.net:2323
Path Unknown BBS                         pathunknown.net
Pebkac.lol                               pebkac.lol
Penalty Box BBS                          thepenaltybox.org
Penny BBS                                pennybbs.synchro.net
Pepzi BBS                                pepzi.eu
Performance Leasing Systems              97.76.12.194
Personal Home Cloud                      75.26.216.248:24
Pesto BBS                                bbs.pewp.us
Petit Caillou BBS                        bbs.jayscafe.net:6402
Phantasm                                 phantasm.bbs.io:4489
Phantom BBS                              bbs.phantombbs.info
Pharcyde BBS                             bbs.pharcyde.org
Phaseshift                               phased.port0.org:2323
Phatstar Teleporter                      198.71.48.13:7777
Phoenix BBS                              phoenix.bnbbbs.net
Phospher BBS                             bbs.phospher.com
PhreakNet                                bbs.phreaknet.org
PipeLine BBS                             bbs.wantit.net
Piranha BBS                              blackflag.acid.org:27
Pirate's Cove TWGS                       38.188.130.43
Pixelgrounds BBS (Enigma 1/2)            bbs.pixelgrounds.net:8888
Pixelgrounds BBS (Worldgroup)            bbs.pixelgrounds.net:8887
Planet Afr0                              planetafr0.org:8888
Plasma Sphere BBS                        84.92.196.99
Play LORD                                playlord.org
PlayMajorMUD.com                         playmajormud.com
PMF BBS                                  bbs.venerandi.it
Poast BBS                                bbs.poast.org
Poignant Beacon (Pharos BBS)             bbs.pharos.rocks
Port of Call BBS (Image)                 pocbbs.duckdns.org:6400
Port of Call BBS (Renegade)              pocbbs.duckdns.org
Port of Call BBS (Synchronet)            pocbbs.duckdns.org:2323
Pot O' Gold BBS                          50.69.236.52:2513
Pretzel Systems BBS                      pretzels.onthewifi.com:2323
PrimeNet                                 primenet.synchro.net
Pro-Kegs                                 proline.ksherlock.com:6523
Protoweb BBS                             45.79.37.227
Public Electronic Networked Information System penisys.online:6502
Pweck's Retreat BBS                      pwecksretreat.com
QL Dump                                  001english-eu.no-ip.biz
Quantum Wormhole, The                    bbs.erb.pw
Quazar BBS Door Game Server              quazarbbs.dynu.net:2523
Quest TWGS                               thequesttwgs.game-host.org
Quinn BBS                                149.28.171.90:2323
Radio Freaks & Geeks                     radiostream.amigaz.org:2323
Ragnarok's BBS                           186.189.236.69:23021
Raiders Inc. BBS                         raidersbbs.zapto.org:1337
Ralser Lab BBS                           euklid.ddns.net:5745
RapidFire                                rapidfire.hopto.org:64128
Rats Den BBS                             bbs.catracing.org:6400
Raven of the Storm                       50.20.127.213
Raveolution                              raveolution.hopto.org:64128
Rayzer's BBS                             mail.hohimer.org:1336
RayzerNET BBS                            connect.rayzer.net:2112
Razz Pie BBS                             razzpie.ddns.net:2300
RBB Systems Int'l                        rbb.fidonet.fi:32
RC-BOX                                   rc2014.ddns.net:2014
Realitycheck BBS                         realitycheckbbs.org
Realm BBS                                therealm.synchro.net
Realm of Darkness                        bbs.trod.org
Realm of Serion                          connect.serionbbs.com
Realm of the Wizard's Lair               bbs.b-wells.us
Red Dragon BBS                           108.52.154.224
Red Star BBS                             3.134.173.120:2323
Region 15 HQ                             region15.net
ReichBBS                                 64.127.144.48
Reign of Fire                            call.rofbbs.com:6800
Reign of Fire II                         call.rofbbs.com:6400
Reign of Fire III                        call.rofbbs.com:8502
Reticulum Ace                            bbs.acehoss.net
Retro Archive                            bbs.retroarchive.org
Retro Running BBS                        retrorunning.ddns.net:8880
Retro Unboxers                           flashbackbbs.sytes.net:6502
Retro32 BBS                              bbs.retro32.com:1337
Retroaktiv BBS                           retr0aktiv.com
Retroconnect                             retroconnect.org
RetroDigital BBS                         rdnetbbs.com
Retrogaming Activities                   react-bbs.nikoh.it:2323
Retrograde BBS                           rtg.dyndns.biz:6428
Retrograde II BBS                        cib.dyndns.org:6404
RetroLair BBS                            retrolair.amigaretro.net:6800
RetroNet Neo                             retronetneo.synchronetbbs.org
RetroSwim BBS                            ezycom.retroswim.net:2323
Retroverse                               bbs.retroverse.au:23023
Reverse Polarity                         revpol.lovelybits.org:1337
Richard's Fun House                      richardf.synchro.net
Ricks BBS                                ricksbbs.synchro.net
Rise N' Shine BBS                        rns.risenshinebbs.com
River Styx BBS                           riverstyx.ddns.net:2323
RMSBBS                                   rmsbbs.ddns.net
Rock BBS III                             therockbbs.net:10023
Rockville Tavern                         bbs.rockvilletavern.com
Rogue Galaxy TWGS                        tw.roguegalaxy.com:2002
Roon's BBS                               bbs.roonsbbs.hu:1212
RougeNet BBS                             bbs.roguenet.work:8888
Roughneck BBS                            host.roughneckbbs.com
Rougue BBS (Chinese)                     35.201.128.35
Rusty Mailbox                            trmb.ca:2030
Sanctuary BBS                            sanctuary.zapto.org:1541
Sanctum II BBS (Mystic)                  sanctumbbs.com
Sandnes BBS                              stokmarknes.org:24
Sands of Time                            162.243.54.214
Santronics R&D Beta Site                 3.132.92.116:24
Santronics Software                      online.winserver.com:24
Satellite4                               satellite4.dynu.net:6400
SBB Systems                              bbs.sbbsystems.com:8888
Scene List (1)                           scenelist.org
Scene List (2)                           87.212.201.57:4000
Scooby's Doo BBS                         scoobysdoo.ddns.net:2023
Scratched Reality                        reality.throwbackbbs.com:2323
SD2IEC Test BBS                          cib.dyndns.org:6403
SDF-1 BBS                                bbs.sdf1.net:5023
Sea Breeze Gaming Network (Synchronet)   seabreeze.servegame.com:31
Sea Breeze Gaming Network (TWGS)         seabreeze.servegame.com:2002
Sea Breeze Gaming Network (Worldgroup #2) seabreeze.servegame.com:32
Sea Breeze Gaming Network (Worldgroup)   seabreeze.servegame.com
Sea of Fantasy                           seaoffantasy.synchronetbbs.org
Seattle BBS (Chinese)                    seattle.tw
Section 31 TWGS                          sector31.lorfinglab.com:2002
Septima Corporate BBS                    3.72.83.34
Shadow BBS                               shadowbbs.com
ShadoWorks BBS                           bbs.shadoworks.net
Shadowscope                              shadowscope.noip.us
ShadowThrone                             109.247.190.78:2323
Shamrock BBS                             104.246.170.121
Shenk's Express                          shenksxp.dyndns.org
Shipwrecks & Shibboleths                 shibboleths.org:800
Shodan's Core                            shodanscore.com:8086
Shurato's Heavenly Sphere                shsbbs.net
Silent Node BBS                          silentnode.ddns.net:6400
SiliconGraphics BBS                      bbs.flexion.io:7777
SiliconUnderground                       siliconu.com
Silvermere                               silvermerebbs.org
Sinclair Retro BBS                       retrobbs.sinclair.homepc.it
Sinner's Heaven                          207.246.74.70
Skara Brea                               80.7.90.17:31337
Skynet BBS (1)                           47.25.173.251
Skynet BBS (2)                           bbs.skynetbbs.com:20023
Slackers BBS                             slackers.ovh:2323
Slime City BBS                           bbs.retrohack.se
Snobsoft BBS                             snobsoft.de:6401
Soft Solutions                           bbs.softsolutions.net.br:2023
Solarflow BBS                            solarflow.dynu.net
Solo BBS                                 bbs.solobsd.org
Sotano MSX BBS                           sotanomsxbbs.org
Sounds of Silence BBS                    sos-bbs.net
South Central                            southcentral.se:1023
SouthEast Star                           sestar.synchro.net
Southern Amis                            southernamis.ddns.net
Southwest NJ Retro Computing BBS         73.160.157.123
SpaceSST BBS                             gallaxial.com
Spades BBS                               spades.synchronetbbs.org
Spark Beer BBS                           bbs.spark.beer
Sparx BBS                                sparx.bbs.io
Sprawl BBS                               202.61.251.17
Squared Circle BBS                       45.79.93.198
Star Collision BBS                       scbbs.nsupdate.info:61023
Star Fleet HQ                            bbs.sfhqbbs.org:5983
Star Flight BBS                          stateoftheark.ca:1990
Star Killer's TWGS                       sk-twgs.com:2002
Star Mansion Returns                     66.23.221.29:2323
Starbase 11 BBS                          bbs.starbase11.de:2323
Starbase 21                              bbs.starbase21.net
Starbase Discovery                       sb-discovery.com
StarDoc 134                              bbs.stardoc134.com:2323
Starship Junkyard                        bbs.starshipjunkyard.com
Steven's Hive BBS                        stevensbbs.stevenshive.xyz
Storm BBS                                telnet.stormbbs.com
Stormgate BBS                            stormgate.synchronetbbs.org
Strange Planet BBS                       strangeplanet.org:6800
Street Corner BBS                        streetcorner.ddns.net:6400
Strip It To Ride                         104.142.112.149:9000
Subcarrier BBS                           subcarrier.ignorelist.com:2323
Subhuman                                 subhuman.ddns.net:1338
Sugar Test BBS                           bbs.lizsugar.me:6000
Sumxin BBS (Chinese)                     39.105.182.131:6666
Super Dimension Fortress (SDF-1)         sdf.org
Support BBS                              bbs.ddybing.no:1223
Surf Shop BBS (1)                        ssbbs.ddns.net:6510
Surf Shop BBS (2)                        ssbbs.ddns.net:6502
Sursum Corda TWGS                        sursum-corda.com:2002
Sursum Corda! BBS                        sursum-corda.com
Swap BBS                                 dose.0wnz.at
SWATS BBS                                swatsbbs.ddns.net:2323
Swedish User Group Of Amiga              suga.se:42512
SwissIRC BBS                             bbs.swissirc.net
Swords Of Chaos Forever BBS              bbs.soc4ever.com
Synchronix                               nix.synchro.net
Sysop Solaris Dot Com (Menu)             sysopsolaris.ddns.net:2323
System One BBS                           cib.dyndns.org:6491
T0kerz Hut                               t0kerZ.ddns.net
Taco Pronto                              tacopronto.bbs.io
TARDIS BBS (1)                           bbs.cortex-media.info
TARDIS BBS (2)                           rg1.retrogoldbbs.com:6411
Tassie Bob BBS                           bbs.tassiebob.com:2323
Technoanarchy                            technoanarchy.synchronetbbs.org:513
Techrono BBS                             techrono.synchro.net
Techware                                 bbs.techware2k.com
TelBox                                   telbox.net
Telehack                                 telehack.com
Tempest Fury BBS                         tempestfury.d2g.com
Terminal Obsession                       terminal-obsession.hopto.org:1541
Terra Brasilis                           tbrasilis.ddns.net:23000
Terran Empire                            73.178.46.44:1017
TFSI BBS                                 bbs.tfsi.dev
The BBS                                  24.237.16.152
Theo BBS                                 bbs.theoretically.net:60723
There Can Only Be One (TCOB1)            194.36.65.41
This Old Cabin (English)                 bbs.thisoldcabin.net:6464
This Old Cabin (Swedish)                 bbs.thisoldcabin.net:2323
Thrace BBS                               bbs.tabakov.net:13023
Three Blind Mice                         threeblindmice.synchronetbbs.org
Throwback BBS                            bbs.throwbackbbs.com
Thunder BBS                              149.56.47.118:1023
Thunder-Line BBS                         thunder.synchro.net
Thunderbolt BBS                          wx4qzbbs.ddnsfree.com:49815
Tigernet BBS                             tigernet.dewindt.us
Tilde BBS                                tilde.sbs
Time Warp BBS                            twb.wrgnbr.com:6896
Time Warp of Future                      time.synchro.net:24
Timelord BBS                             teehill.adirondackpc.com:2020
Titantic BBS Telnet, The                 ttb.rgbbs.info
Tomato Place                             bbs.tomato.place:8888
Tommy's Holiday Camp                     vintage.thcbbs.com
Too Lazy BBS                             toolazy.synchro.net:2323
Tool Shed                                toolshed.synchro.net:2323
Toxic Laboratory BBS                     toxicbbs.com
TQPS                                     tqps.ddns.net
Trade Wars Academy TWGS                  tradewarsacademy.com:2002
Trade Wars Club                          ta97-portal.win:2002
Trashcan BBS                             bbs.thenet.gen.nz:2324
Tsinghua Univ. (Fengqiao Stn.)           bbs.cs.nthu.edu.tw
TuxedoCat Lounge                         bbs.tuxedocatbbs.com:2323
TVRi BBS                                 fruity.turbit.eu
TW Lounge BBS                            bbs.twlounge.net
Twixed BBS                               twixed.net:62323
Two Girl BBS                             bbs.2girl.net
Tycho Station                            bbs.tychostation.it
Uncensored!                              uncensored.citadel.org
Uncomfortable Business                   bbs.uncomfortable.business:6423
Undercurrents BBS                        undercurrents.io:8088
Underground BBS                          www.theunderground.us:10023
Undermine BBS                            bbs.undermine.ca
Undernet BBS                             undernet.uy
Unicyber BBS                             84.70.148.185:2323
Unix-Bit BBS                             x-bit.org:1336
Unknown Realm (Mystic)                   turealm.no-ip.org:3023
Unknown Realm (PCBoard)                  turealm.no-ip.org:2323
Unleashed BBS                            www.unleashedinet.org
UORealms BBS                             bbs.uorealms.com
US 99 BBS                                bbs.quinnnet.org
UserClub BBS                             userclub-bbs.com
USS Excelsior BBS                        excelsiorbbs.ddns.net:2000
Util's Retro BBS                         retro.setsuid.net:8221
Uzi Suicide                              uzisuicide.servebbs.org
V01d C1ph3r                              bbs.canerduh.com:23056
Vague BBS                                vague.ddns.net
Valley BBS (1)                           valleybbs.com
Valley BBS (2)                           valley64.com:6400
Vault BBS                                thevaultbbs.ddns.net:2323
Veleno BBS                               velenobbs.net
Verify-Nebula                            verify-nebula.kicks-ass.net
Vern BBS                                 vern.cc
Vertrauen                                vert.synchro.net
Vienna Matrix                            176.66.246.98
Violeti BBS                              violetyggdrasil.live:1144
Viper BBS, The                           theviperbbs.ddnsfree.com
Viper's Pit TWGS                         sk-twgs.com:2002
VK7HDM's BBS                             workstation.ddmcomputers.com.au:2323
VOID BBS                                 voidbbs.com
Vortex BBS (1)                           vortexbbs.com
Vortex BBS (2)                           vortex.redirectme.net:3777
W4BFB                                    packet.w4bfb.org:2333
WABAC Machine BBS                        wabac.ccsnet.com
Wall BBS                                 99.53.196.18
War Ensemble BBS                         warensemble.com
Wastelands BBS                           wastelands-bbs.net:2323
Wastelands BBS II                        wastelands-bbs.net
Weather Station BBS                      bbs.weather-station.org
Weed Net                                 weednet.synchronetbbs.org
Westland BBS                             bbs.korenblom.nl
Westwood BBS                             westwoodbbs.net:64738
Whisky Lover's Amateur Radio BBS         wd1cks.org
WhiXard BBS                              bruschetta.cc:1337
Who Dares Wins Amiga BBS                 whodareswinsbbs.uk
Wildcat's Castle BBS                     bbs.wccastle.net:2424
Willamette Apple Connection (WAC) BBS    wacbbs.ddns.net:6502
Willow Creek BBS                         willowcreekbbs.dynu.net:6400
Windows 10 City                          win10.retro-os.live
Windy City Study House                   bbs.windcity.net
Wintermute BBS                           wintermutebbs.ddns.net
Wizard's Castle                          wccastle.synchro.net:24
Wizard's Rainbow                         wizardsrainbow.com
Wizzy BBS                                wizzybbs.win
WORD BBS                                 wordbbs.hopto.org:64128
Worlds Apart (TWGS)                      tw.worldsapart.net:2002
Wormhole II BBS                          wh2bbs.us:2321
Wreck Hall                               bbs.wreckhall.net
Wretched Beagle BBS                      bbs.wretchedbeagle.com
Wrong Number ][ BBS                      wn2.wrgnbr.com
Wrong Number ][ BBS Retro 1993!!         wn6.wrgnbr.com:6411
Wrong Number ][ V2.0                     cib.dyndns.org:6405
Wrong Number ]I[ BBS                     wn3.wrgnbr.com:6400
Wrong Number IV BBS                      wn4.wrgnbr.com:3000
X-Bit BBS                                x-bit.org
X65.zone BBS (1)                         bbs.x65.zone:8888
Xibalba                                  xibalba.l33t.codes:44510
Yard BBS                                 unknown.identi.ty.cg
Zelch BBS                                coffeemud.net:6502
ZenBBS                                   zen.kawasu.wtf
Zenolab                                  zenolab.synchro.net
ZeroTwo's BBS                            bbs.zerotwo.tech
Zhupan BBS                               213.142.147.47:8023
Zone BBS                                 zonebbs.net
Zooropa BBS                              52.4.41.44:2323
Zot TWGS                                 tw2002.zot.org:2002
Zruspa's BBS                             bbs.zruspas.org
